,movieId,avg_rate
0,1,3.921239561324077
1,2,3.2119768016904193
2,3,3.1510404397330194
3,4,2.8613933236574747
4,5,3.064591727653976
5,6,3.8349303318130468
6,7,3.3664840675873777
7,8,3.142049469964664
8,9,3.0049242424242424
9,10,3.430029305292191
10,11,3.667712806959586
11,12,2.6197659297789335
12,13,3.272416153319644
13,14,3.432082364662903
14,15,2.7219931271477664
15,16,3.7874554444061173
16,17,3.9685730875308463
17,18,3.3736305977320775
18,19,2.6074123603018435
19,20,2.8807541625857005
20,21,3.581688505556477
21,22,3.319399677679291
22,23,3.1482352941176472
23,24,3.199849454271735
24,25,3.689509581032803
25,26,3.628856624319419
26,27,3.413520097442144
27,28,4.057545973367152
28,29,3.952230046948357
29,30,3.633879781420765
30,31,3.250344462109168
31,32,3.8980723909466852
32,33,3.0076923076923077
33,34,3.6430940939389242
34,35,3.5016744809109177
35,36,3.9428530231663945
36,37,3.0176470588235293
37,38,2.857789855072464
38,39,3.413632208425383
39,40,3.646726862302483
40,41,3.8521006611217743
41,42,3.0551500405515
42,43,3.468247745981968
43,44,2.653874918201365
44,45,3.38394757477316
45,46,3.27420362273579
46,47,4.0534719171272
47,48,2.946032962821004
48,49,3.5847457627118646
49,50,4.334386636876263
50,51,2.5555555555555554
51,52,3.5409105551379794
52,53,3.6966666666666668
53,54,2.8546025104602513
54,55,3.241214057507987
55,56,1.8714285714285714
56,57,3.324096880131363
57,58,3.978206239168111
58,59,3.5631578947368423
59,60,3.114446380484714
60,61,3.3246924428822497
61,62,3.73135369824779
62,63,3.0688545688545688
63,64,2.8302884615384616
64,65,2.393805309734513
65,66,2.142857142857143
66,67,3.3520710059171597
67,68,3.434817813765182
68,69,3.560895940270649
69,70,3.2774366241536765
70,71,2.3560371517027865
71,72,3.5028478437754274
72,73,3.8073923363852153
73,74,3.3035663338088446
74,75,2.4658273381294964
75,76,3.008743331357439
76,77,3.440909090909091
77,78,3.1811120196238756
78,79,3.127881648212017
79,80,3.7243478260869565
80,81,3.268041237113402
81,82,4.004538279400158
82,83,3.6548223350253806
83,84,3.4140127388535033
84,85,3.530096011816839
85,86,3.4833798233379825
86,87,2.359423274974253
87,88,3.107988470249125
88,89,3.13747296879827
89,90,3.359154929577465
90,92,2.85359477124183
91,93,2.527977412731006
92,94,3.525851354710415
93,95,3.09358689238869
94,96,3.684759916492693
95,97,3.9964340295466125
96,98,2.4876543209876543
97,99,3.1111878453038675
98,100,3.2212713936430317
99,101,3.7854481955762513
100,102,2.4291834677419355
101,103,3.271276595744681
102,104,3.41682054725533
103,105,3.325549738219895
104,106,3.4473684210526314
105,107,3.2138473642800944
106,108,3.092
107,109,1.8461538461538463
108,110,4.042555565888589
109,111,4.1104933981931895
110,112,3.412398580121704
111,113,3.1053604436229203
112,114,3.619433198380567
113,115,3.391891891891892
114,116,3.936836518046709
115,117,3.5903328050713155
116,118,3.0110619469026547
117,119,2.7718631178707223
118,120,2.869718309859155
119,121,3.7532855436081243
120,122,2.868150244404425
121,123,3.9683297180043384
122,124,3.498432601880878
123,125,3.754698177676538
124,126,2.309905316824472
125,127,3.2560975609756095
126,128,3.5
127,129,3.163157894736842
128,130,3.1153846153846154
129,131,3.2786458333333335
130,132,2.773198304286387
131,133,2.6052631578947367
132,134,3.7285714285714286
133,135,2.993842955381417
134,136,3.549019607843137
135,137,3.2853982300884956
136,138,3.301470588235294
137,139,3.075
138,140,3.2901456213844007
139,141,3.509663827058716
140,142,3.0609756097560976
141,143,2.142857142857143
142,144,3.4771365149833517
143,145,3.2506472897352374
144,146,2.9120689655172414
145,147,3.5829286061194754
146,148,2.889044943820225
147,149,3.6943171402383133
148,150,3.868627656233644
149,151,3.5389280900658053
150,152,3.1044546850998462
151,153,2.8947993061684065
152,154,3.8019275506812895
153,155,3.408235294117647
154,156,3.525741974560872
155,157,2.7846687211093992
156,158,2.932
157,159,3.4169484361792053
158,160,2.604665151717685
159,161,3.744158482898747
160,162,4.010428833639246
161,163,3.445394874659591
162,164,3.46358511837655
163,165,3.4891544605228257
164,166,2.787692307692308
165,167,3.1794871794871793
166,168,3.084623024083423
167,169,2.284033363121835
168,170,3.1975873015873018
169,171,3.6030133146461107
170,172,2.73258559622196
171,173,2.5384897605229804
172,174,2.455979284369115
173,175,3.507602582795251
174,176,3.854633939906898
175,177,2.8859118409680207
176,178,3.388
177,179,2.7506102522375917
178,180,3.5872619047619048
179,181,1.9290018832391713
180,182,3.091822094691535
181,183,3.3648208469055376
182,184,3.1036585365853657
183,185,3.1104001625025393
184,186,2.8915329768270945
185,187,3.451219512195122
186,188,3.342473979183347
187,189,3.001497005988024
188,190,3.566145833333333
189,191,2.66769801980198
190,192,3.025
191,193,2.233677436653707
192,194,3.8494067796610167
193,195,3.089478556001234
194,196,2.8497540562366934
195,197,3.0681818181818183
196,198,3.4169218989280243
197,199,3.784158415841584
198,200,2.836283185840708
199,201,3.0194444444444444
200,202,2.9832904884318765
201,203,3.1469504330200846
202,204,2.9483607541731716
203,205,3.5171641791044777
204,206,3.4783236994219653
205,207,3.3709349593495936
206,208,2.8518104845973697
207,209,2.832201086956522
208,210,2.8880753138075312
209,211,3.5951557093425603
210,212,2.5782997762863533
211,213,4.038461538461538
212,214,4.045212765957447
213,215,3.8390385334829777
214,216,3.2597144194756553
215,217,2.730276134122288
216,218,3.293099387658973
217,219,3.6283676703645007
218,220,2.401818181818182
219,222,3.5366426295488846
220,223,3.869844218347617
221,224,3.4431605975723625
222,225,3.2875959180444587
223,226,2.8372093023255816
224,227,3.0671851371786563
225,228,2.6873684210526316
226,229,3.5630407911001236
227,230,3.590934065934066
228,231,2.9522680476695577
229,232,4.035481770833333
230,233,3.524337557603687
231,234,2.6782208588957057
232,235,3.663486741846998
233,236,3.314852784384483
234,237,3.2235055408147337
235,238,3.171875
236,239,3.054820415879017
237,240,2.9097968936678615
238,241,3.035650623885918
239,242,3.387126865671642
240,243,2.5275229357798166
241,244,2.3869257950530036
242,245,2.976470588235294
243,246,4.042315081652258
244,247,3.840393639207508
245,248,3.0253887654712788
246,249,3.6814222042139386
247,250,2.9865319865319866
248,251,3.045219638242894
249,252,3.220245215311005
250,253,3.4968309474374384
251,254,2.8926282051282053
252,255,2.286248830682881
253,256,2.7267465475223394
254,257,3.4118191433104177
255,258,2.6443661971830985
256,259,3.0774647887323945
257,260,4.1907735253066924
258,261,3.6249149742493443
259,262,3.774481772694782
260,263,3.7251908396946565
261,264,3.3459119496855347
262,265,3.9238095238095236
263,266,3.4933675384807907
264,267,2.8736307774512424
